ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
614,0.0,0,0.0,0,0.02,0,0,0,0.0,0.0,0.0,0,92.5394,0,0,0,6.92,0.37,0.0024,0,0.046,0.0,0.0,0.0,0,0.0,0,0.097,0,0,0.0052,0.0,0.0,0,0,0,"The steels were melted by means of a 100 kg high-frequency vacuum induction furnace and cast into ingots, following the forging process into a 90 × 200 × 120 mm3 billet between 950 and 1100 °C. After homogenized at 1100 °C for 30 min, the steels were rolled into 18 mm thickness by three passes rough rolling and three passes finish rolling. The finish rolling temperature was about 840 °C with a total reduction of 80%. Subsequently, the steels were quenched to room temperature by laminar water cooling. The quenched steels were reheated to 820 °C for 30 min with water quenching (RQ process) and the equiaxed prior austenite grain was obtained. The heating rate was 200 °C/h, cooling rate was 16 °C/s, and the specimens were preserved at 850 °C for 15 min. The austenite starting transformation temperatures were 564 and 573 °C for 7Mn-0Nb and 7Mn-0.05Nb steels, respectively. Then the RQ steels were intercritically tempered at 620 °C for 1 h following by air cooling to ambient temperature.",720.0,819.0,26.5
615,0.0,0,0.0,0,0.02,0,0,0,0.0,0.0,0.0,0,92.5394,0,0,0,6.92,0.37,0.0024,0,0.046,0.0,0.0,0.0,0,0.0,0,0.097,0,0,0.0052,0.0,0.0,0,0,0,"The steels were melted by means of a 100 kg high-frequency vacuum induction furnace and cast into ingots, following the forging process into a 90 × 200 × 120 mm3 billet between 950 and 1100 °C. After homogenized at 1100 °C for 30 min, the steels were rolled into 18 mm thickness by three passes rough rolling and three passes finish rolling. The finish rolling temperature was about 840 °C with a total reduction of 80%. Subsequently, the steels were quenched to room temperature by laminar water cooling. The quenched steels were reheated to 820 °C for 30 min with water quenching (RQ process) and the equiaxed prior austenite grain was obtained. The heating rate was 200 °C/h, cooling rate was 16 °C/s, and the specimens were preserved at 850 °C for 15 min. The austenite starting transformation temperatures were 564 and 573 °C for 7Mn-0Nb and 7Mn-0.05Nb steels, respectively. Then the RQ steels were intercritically tempered at 650 °C for 1 h following by air cooling to ambient temperature.",460.5,875.5,21.0
616,1.0,0,0.0,0,0.095,0,0,0,0.0,0.0,0.0,0,90.905,0,0,0,6.93,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.07,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then forged into billets with a transverse dimension of 100 mm × 100 mm. After homogenization at 1200 °C for 2 h, the billet was hot-rolled to 4 mm thickness via nine passes. Subsequently, the hot-rolled plate was air-cooled to room temperature. The hot-rolled plates were then annealed in an annealing furnace, and two different heat treatment routes were designed. As presented in Fig. 1, the conventional heat treatment with an initial fully martensitic structure was intercritical annealed at 640 °C for 2 h and then air-cooled to room temperature (one-step). The dilatometer specimens were prepared from the hot-rolled plate and heated to experimental temperatures at a heating rate of 10 °C/s, then isothermally annealed, followed by cooling to room temperature with a cooling rate of 20 °C/s.",823.0,940.0,45.0
617,1.0,0,0.0,0,0.095,0,0,0,0.0,0.0,0.0,0,90.905,0,0,0,6.93,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.07,0,0,0.0,0.0,0.0,0,0,0,"The ingot was then forged into billets with a transverse dimension of 100 mm × 100 mm. After homogenization at 1200 °C for 2 h, the billet was hot-rolled to 4 mm thickness via nine passes. Subsequently, the hot-rolled plate was air-cooled to room temperature. The hot-rolled plates were then annealed in an annealing furnace, and two different heat treatment routes were designed. The two-step annealing process consisted of pre-annealing at 750 °C for 0.5 h followed by water quenching to room temperature (IA-750), then intercritical annealed at 640 °C for 2 h and finally air-cooled to room temperature (two-step). The dilatometer specimens were prepared from the hot-rolled plate and heated to experimental temperatures at a heating rate of 10 °C/s, then isothermally annealed, followed by cooling to room temperature with a cooling rate of 20 °C/s.",760.0,1145.0,39.0
618,0.0,0,0.0,0,0.1,0,0,0,0.0,0.0,0.0,0,97.947,0,0,0,1.5,0.0,0.0,0,0.04,0.0,0.0,0.015,0,0.003,0,0.32,0,0,0.015,0.06,0.0,0,0,0,"The SUF steels are water-cooled prior to the completion of the rolling process (i.e., during middle of the rolling process). Thus, reversal austenization can be introduced during the hot rolling process to obtain fine-grained steel plates that involve water-cooling during the middle of the rolling process to transform the plate microstructure, followed by reheating to realize inverse transformation. The chemical composition and key parameters of the experimental steel are listed in Table 1. Steel of initial thickness of 140mm was hot rolled to 15mm using a two-hi 450mm hot rolling mill. Two plates of dimensions 15mm×55mm×300mm were cut from the plate and soaked at 1200°C for 2h, hot rolled to 12mm at 1100°C to refine the austenite grains, and then water-cooled to ~400°C at a cooling rate of ~60°C/s followed by hold time of 60s. After warm deforming, the steel was reheated to 880°C and air-cooled to room temperature at a cooling rate of ~1.3°C/s to obtain ferrite plus pearlite microstructure, and this steel is referred as B3 plate. ",400.0,517.0,37.8
619,0.0,0,0.0,0,0.1,0,0,0,0.0,0.0,0.0,0,97.947,0,0,0,1.5,0.0,0.0,0,0.04,0.0,0.0,0.015,0,0.003,0,0.32,0,0,0.015,0.06,0.0,0,0,0,"The SUF steels are water-cooled prior to the completion of the rolling process (i.e., during middle of the rolling process). Thus, reversal austenization can be introduced during the hot rolling process to obtain fine-grained steel plates that involve water-cooling during the middle of the rolling process to transform the plate microstructure, followed by reheating to realize inverse transformation. The chemical composition and key parameters of the experimental steel are listed in Table 1. Steel of initial thickness of 140mm was hot rolled to 15mm using a two-hi 450mm hot rolling mill. Two plates of dimensions 15mm×55mm×300mm were cut from the plate and soaked at 1200°C for 2h, hot rolled to 12mm at 1100°C to refine the austenite grains, and then water-cooled to ~400°C at a cooling rate of ~60°C/s followed by hold time of 60s. After deformation at 1100°C, the steel was air-cooled to 880°C,After warm deforming, the steel was reheated to 880°C and air-cooled to room temperature at a cooling rate of ~1.3°C/s to obtain ferrite plus pearlite microstructure, followed by air-cooling to room temperature at a cooling rate of ~1.3°C/s to obtain ferrite plus pearlite microstructure. This steel is referred as B4 plate.",472.0,586.0,31.6
620,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 2 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",994.0,1160.0,40.4
621,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 2.5 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",618.0,1040.0,53.6
622,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 3 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",558.0,1000.0,55.0
623,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 5 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",488.0,1011.0,56.6
624,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 50 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",375.0,966.0,61.2
625,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 900 °C for 100 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",346.0,939.0,63.5
626,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 1000 °C for 5 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",316.0,923.0,76.5
627,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 1000 °C for 50 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",274.0,855.0,78.9
628,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The experimental material used in this study was a commercial 316LN austenitic stainless steel of ~3 mm thickness and the chemical composition (in weight percent) of steel is listed in Table 1. The strips were CR in a pilot plant to 90% reduction in thickness at room temperature. Next, the strips were isothermally annealed in the temperature range of 1000 °C for 100 min in a tubular resistance furnace under argon atmosphere, and then subsequently quenched in ice-water.",265.0,842.0,80.6
629,0.035,0,0.0,0,0.23,0,0,0,0.0,0.65,0.0,0,96.0192,0,0,0,1.48,0.56,0.0068,0,0.0,0.76,0.0,0.011,0,0.008,0,0.24,0,0,0.0,0.0,0.0,0,0,0,"After annealing at 1250 °C for 5 h, ingots were deformed into rods with a diameter of about 35 mm in the temperature range 900-1100 °C using loose tooling forging. The steels were normalized at 880 °C for 30 min, leading to average austenite grain sizes of about 12 μm for LS steel, 14 μm for MS steel, and 15 μm for HS steel. Therefore, the tested steels were end-quenched as per ASTM A 255-10 (Ref 16). The end-quench test specimen (diameter 25 mm; length 102 mm) was heated to 880 °C and held for 30 min. A specimen with dimensions of 3 mm × 3 mm × 3 mm was heated to 880 °C and maintained at this temperature for 30 min. The steels were austenitized at 880 °C for 30 min and then water-quenched and tempered at 430 °C for 60 min. Cylindrical tensile specimens (10 mm in diameter and 100 mm in gauge-length section) were machined from the tempered steels.",1115.0,1201.0,13.8
630,0.054,0,0.0,0,0.24,0,0,0,0.0,0.68,0.0,0,95.4238,0,0,0,1.51,0.56,0.0062,0,0.0,0.77,0.0,0.009,0,0.007,0,0.74,0,0,0.0,0.0,0.0,0,0,0,"After annealing at 1250 °C for 5 h, ingots were deformed into rods with a diameter of about 35 mm in the temperature range 900-1100 °C using loose tooling forging. The steels were normalized at 880 °C for 30 min, leading to average austenite grain sizes of about 12 μm for LS steel, 14 μm for MS steel, and 15 μm for HS steel. Therefore, the tested steels were end-quenched as per ASTM A 255-10 (Ref 16). The end-quench test specimen (diameter 25 mm; length 102 mm) was heated to 880 °C and held for 30 min. A specimen with dimensions of 3 mm × 3 mm × 3 mm was heated to 880 °C and maintained at this temperature for 30 min. The steels were austenitized at 880 °C for 30 min and then water-quenched and tempered at 430 °C for 60 min. Cylindrical tensile specimens (10 mm in diameter and 100 mm in gauge-length section) were machined from the tempered steels.",1149.0,1259.0,12.1
631,0.049,0,0.0,0,0.24,0,0,0,0.0,0.68,0.0,0,95.0666,0,0,0,1.52,0.57,0.0064,0,0.0,0.76,0.0,0.01,0,0.008,0,1.09,0,0,0.0,0.0,0.0,0,0,0,"After annealing at 1250 °C for 5 h, ingots were deformed into rods with a diameter of about 35 mm in the temperature range 900-1100 °C using loose tooling forging. The steels were normalized at 880 °C for 30 min, leading to average austenite grain sizes of about 12 μm for LS steel, 14 μm for MS steel, and 15 μm for HS steel. Therefore, the tested steels were end-quenched as per ASTM A 255-10 (Ref 16). The end-quench test specimen (diameter 25 mm; length 102 mm) was heated to 880 °C and held for 30 min. A specimen with dimensions of 3 mm × 3 mm × 3 mm was heated to 880 °C and maintained at this temperature for 30 min. The steels were austenitized at 880 °C for 30 min and then water-quenched and tempered at 430 °C for 60 min. Cylindrical tensile specimens (10 mm in diameter and 100 mm in gauge-length section) were machined from the tempered steels.",1148.0,1318.0,11.3
632,0.57,0,0.0,0,0.21,0,0,0,0.0,0.0,0.0,0,96.194,0,0,0,1.52,0.29,0.0,0,0.036,0.0,0.0,0.0,0,0.0,0,1.18,0,0,0.0,0.0,0.0,0,0,0,"TRIP steel with composition listed in Table 1 was used in this study. Plate-shaped ingots were subjected to laboratory simulations of thermo-mechanical processing (TMP) using a laboratory rolling mill at Deakin University. After reheating to 1250°C and holding for 1800s in a 15kW muffle furnace, the plates were rolled immediately to 25% reduction at 1100°C, held for 120s to condition the austenite microstructure, then cooled at 2K/s to 875°C, where the second deformation of 47% reduction was applied. In order to form various volume fractions of polygonal ferrite (PF), slow cooling at 1K/s after the second deformation through the ferrite formation region was interrupted at 770°C by water mist cooling at 20K/s to 500°C. Following this, the plates were placed into a fluidized bed furnace and covered with aluminum oxide sand for a hold at 470°C for 1200s. After this step, the plates were water quenched.",680.0,1051.0,21.0
633,0.57,0,0.0,0,0.21,0,0,0,0.0,0.0,0.0,0,96.194,0,0,0,1.52,0.29,0.0,0,0.036,0.0,0.0,0.0,0,0.0,0,1.18,0,0,0.0,0.0,0.0,0,0,0,"TRIP steel with composition listed in Table 1 was used in this study. Plate-shaped ingots were subjected to laboratory simulations of thermo-mechanical processing (TMP) using a laboratory rolling mill at Deakin University. After reheating to 1250°C and holding for 1800s in a 15kW muffle furnace, the plates were rolled immediately to 25% reduction at 1100°C, held for 120s to condition the austenite microstructure, then cooled at 2K/s to 875°C, where the second deformation of 47% reduction was applied. In order to form various volume fractions of polygonal ferrite (PF), slow cooling at 1K/s after the second deformation through the ferrite formation region was interrupted at 790°C by water mist cooling at 20K/s to 500°C. Following this, the plates were placed into a fluidized bed furnace and covered with aluminum oxide sand for a hold at 470°C for 1200s. After this step, the plates were water quenched.",695.0,1119.0,25.0
634,0.49,0,0.0,0,0.22,0,0,0,0.0,0.98,0.0,0,95.52,0,0,0,1.2,0.22,0.0,0,0.0,0.0,0.0,0.035,0,0.035,0,1.2,0,0,0.0,0.1,0.0,0,0,0,"The experimental steel with 0.5 wt pct Al was melted in vacuum induction furnace and 10 kg ingot was casted with a diameter of 100 mm. For comparison, another steel with a similar composition but without Al alloying was also prepared. The chemical compositions of the steels with and without Al alloying were shown in Table I. The ingots were heated to 1473 K (1200 °C) for 2 hours. After air-cooling to 1273 K (1000 °C), the ingots were forged and rolled to plates with section area of 50 × 20 mm2. And the bars were directly quenched to room temperature after rolling at ending temperature of 1193 K (920 °C) and were tempered at 473 K (200 °C) for 2 hours. The dog-bone-shaped tensile specimens with a gauge length of 65 mm, width of 12.5 mm and thickness of 10 mm were machined from the bars in parallel to the rolling (RD) direction. The microstructure, mechanical properties and impact fracture behaviors of two low-alloy high-strength martensitic steels with and without Al alloying were investigated.",1354.0,1687.0,12.9
635,0.0,0,0.0,0,0.23,0,0,0,0.0,1.02,0.0,0,96.01,0,0,0,1.21,0.19,0.0,0,0.0,0.0,0.0,0.035,0,0.035,0,1.18,0,0,0.0,0.09,0.0,0,0,0,"The experimental steel with 0.5 wt pct Al was melted in vacuum induction furnace and 10 kg ingot was casted with a diameter of 100 mm. For comparison, another steel with a similar composition but without Al alloying was also prepared. The chemical compositions of the steels with and without Al alloying were shown in Table I. The ingots were heated to 1473 K (1200 °C) for 2 hours. After air-cooling to 1273 K (1000 °C), the ingots were forged and rolled to plates with section area of 50 × 20 mm2. And the bars were directly quenched to room temperature after rolling at ending temperature of 1193 K (920 °C) and were tempered at 473 K (200 °C) for 2 hours. The dog-bone-shaped tensile specimens with a gauge length of 65 mm, width of 12.5 mm and thickness of 10 mm were machined from the bars in parallel to the rolling (RD) direction. The microstructure, mechanical properties and impact fracture behaviors of two low-alloy high-strength martensitic steels with and without Al alloying were investigated.",1341.0,1636.0,11.7
636,0.0,0,0.0,0,0.025,0,0,0,0.0,18.5,0.0,0,68.95,0,0,0,2.0,0.0,0.0,0,0.0,8.5,0.0,0.025,0,0.001,0,2.0,0,0,0.0,0.0,0.0,0,0,0,"Carbon steel plates with dimension of 200 × 240 × 60 mm and 304 stainless steel plates with dimension of 160 × 200 × 12 mm were prepared for hot-rolling preparation. The rolling process was carried out after soaking the built-up slab at 1200 °C for 120min. The thicknesses of the five clad plates were reduced after three passes, and total rolling reduction ratios are 40%. Finally, the hot products were naturally cooled in air and afterwards cut for testing. Samples were cut from the rolled stainless steel clad plates and prepared using conventional metallographic technologies.",253.0,505.0,39.0
637,0.0,0,0.0,0,0.025,0,0,0,0.0,18.5,0.0,0,68.95,0,0,0,2.0,0.0,0.0,0,0.0,8.5,0.0,0.025,0,0.001,0,2.0,0,0,0.0,0.0,0.0,0,0,0,"Carbon steel plates with dimension of 200 × 240 × 60 mm and 304 stainless steel plates with dimension of 160 × 200 × 12 mm were prepared for hot-rolling preparation. The rolling process was carried out after soaking the built-up slab at 1200 °C for 120min. The thicknesses of the five clad plates were reduced after five passes, and total rolling reduction ratios are 70%. Finally, the hot products were naturally cooled in air and afterwards cut for testing. Samples were cut from the rolled stainless steel clad plates and prepared using conventional metallographic technologies.",258.0,522.0,46.0
638,0.0,0,0.0,0,0.025,0,0,0,0.0,18.5,0.0,0,68.95,0,0,0,2.0,0.0,0.0,0,0.0,8.5,0.0,0.025,0,0.001,0,2.0,0,0,0.0,0.0,0.0,0,0,0,"Carbon steel plates with dimension of 200 × 240 × 60 mm and 304 stainless steel plates with dimension of 160 × 200 × 12 mm were prepared for hot-rolling preparation. The rolling process was carried out after soaking the built-up slab at 1200 °C for 120min. The thicknesses of the five clad plates were reduced after eight passes, and total rolling reduction ratios are 90%. Finally, the hot products were naturally cooled in air and afterwards cut for testing. Samples were cut from the rolled stainless steel clad plates and prepared using conventional metallographic technologies.",267.0,543.0,52.0
639,0.0,0,0.0,0,0.2,0,0,0,0.0,0.0,0.0,0,98.91,0,0,0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.045,0,0.05,0,0.3,0,0,0.0,0.0,0.0,0,0,0,"Carbon steel plates with dimension of 200 × 240 × 60 mm and 304 stainless steel plates with dimension of 160 × 200 × 12 mm were prepared for hot-rolling preparation. The rolling process was carried out after soaking the built-up slab at 1200 °C for 120min. The thicknesses of the five clad plates were reduced after ten passes, and total rolling reduction ratios are 93.75%. Finally, the hot products were naturally cooled in air and afterwards cut for testing. Samples were cut from the rolled stainless steel clad plates and prepared using conventional metallographic technologies.",276.0,572.0,36.0
640,0.0,0,0.0,0,0.035,0,0,0,0.0,16.01,0.0,0,83.1049,0,0,0,0.34,0.0,0.042,0,0.0,0.14,0.0,0.017,0,0.0011,0,0.31,0,0,0.0,0.0,0.0,0,0,0,"The 840 × 5 sample underwent recrystallization annealing, and the heat treatment process included annealing at 840 °C for 5 min.",295.0,530.0,21.7
641,0.0,0,0.0,0,0.035,0,0,0,0.0,16.01,0.0,0,83.1049,0,0,0,0.34,0.0,0.042,0,0.0,0.14,0.0,0.017,0,0.0011,0,0.31,0,0,0.0,0.0,0.0,0,0,0,"The Q&P840 × 5 samples all underwent Q&P. Our research group has carried out research before, and determined that the optimal temperature and time for austenitizing of 430 FSS is 1000 °C for 5 min. The process was as follows: annealing at 840 °C for 5 min, austenitizing at 1000 °C for 5 min, oil quenching to 160 °C, holding for 30 min, then partitioning at 400 °C for 30 min, and finally air cooling to room temperature.",455.0,730.0,15.3
642,0.0,0,0.0,0,0.035,0,0,0,0.0,16.01,0.0,0,83.1049,0,0,0,0.34,0.0,0.042,0,0.0,0.14,0.0,0.017,0,0.0011,0,0.31,0,0,0.0,0.0,0.0,0,0,0,"The Q&P860 × 2 samples all underwent Q&P. Our research group has carried out research before, and determined that the optimal temperature and time for austenitizing of 430 FSS is 1000 °C for 5 min. The process was as follows: annealing at 860 °C for 2 min, austenitizing at 1000 °C for 5 min, oil quenching to 160 °C, holding for 30 min, then partitioning at 400 °C for 30 min, and finally air cooling to room temperature.",470.0,745.0,13.1
643,0.0,0,0.0,0,0.035,0,0,0,0.0,16.01,0.0,0,83.1049,0,0,0,0.34,0.0,0.042,0,0.0,0.14,0.0,0.017,0,0.0011,0,0.31,0,0,0.0,0.0,0.0,0,0,0,"The Q&P860 × 5 samples all underwent Q&P. Our research group has carried out research before, and determined that the optimal temperature and time for austenitizing of 430 FSS is 1000 °C for 5 min. The process was as follows: annealing at 860 °C for 5 min, austenitizing at 1000 °C for 5 min, oil quenching to 160 °C, holding for 30 min, then partitioning at 400 °C for 30 min, and finally air cooling to room temperature.",440.0,730.0,19.4
644,0.0,0,0.0,0,0.2,0,0,0,0.0,0.65,0.0,0,94.9,0,0,0,2.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.75,0,0,0.0,0.0,0.0,0,0,0,"Thus, the addition of Nb in microalloyed steels is generally limited to less than ~ 0.06 wt%. The B/M steels were made at Baosteel Special Steel Co., Ltd., China, and forged to a bar of 70 mm in diameter. Cylindrical specimens of dimensions φ12 mm × 80 mm length were cut from the forged bar and subjected to heat treatment, involving austenitization at 900 °C for 45 min, followed by water cooling to ambient temperature, and then tempering at 340 °C for 2 h. The samples for CCT test were heated to 900 °C, austenitized for 5 min, and cooled to ambient temperature at different cooling rates (0.01-50 °C/s).",1322.0,1559.0,13.1
645,0.0,0,0.0,0,0.2,0,0,0,0.0,0.65,0.0,0,94.858,0,0,0,2.5,0.0,0.0,0,0.042,0.0,0.0,0.0,0,0.0,0,1.75,0,0,0.0,0.0,0.0,0,0,0,"Thus, the addition of Nb in microalloyed steels is generally limited to less than ~ 0.06 wt%. The B/M steels were made at Baosteel Special Steel Co., Ltd., China, and forged to a bar of 70 mm in diameter. Cylindrical specimens of dimensions φ12 mm × 80 mm length were cut from the forged bar and subjected to heat treatment, involving austenitization at 900 °C for 45 min, followed by water cooling to ambient temperature, and then tempering at 340 °C for 2 h. The samples for CCT test were heated to 900 °C, austenitized for 5 min, and cooled to ambient temperature at different cooling rates (0.01-50 °C/s).",1397.0,1649.0,15.4
646,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",522.0,550.0,35.8
647,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",204.0,344.0,38.0
648,0.04,0,0.0,0,0.08,0,0,0,0.0,0.021,0.0,0,98.8,0,0,0,0.95,0.0,0.0,0,0.04,0.0,0.0,0.013,0,0.006,0,0.024,0,0,0.025,0.001,0.0,0,0,0,"A micro-alloy (MA) steel was obtained in plate form of thickness 6.0mm from Tata Steel, Jamshedpur, India. The chemical composition (wt%) of the alloy is given in Table 1. The alloy plates are hot rolled and the hot rolling parameters of the micro-alloy steel were: soaking temperature 1185°C, finish rolling temperature 910°C and coiling temperature 580°C. In order to produce different grain sizes of the steel, the as-received plate was subjected to various annealing and rapid cooling heat treatments, given in Table 2. For TEM study, the samples of the as-received and a heat treated steel coupons were mechanically thinned down to approximately 80μm thickness, then disc of 3mm diameter were punched out. Standard tensile specimens were prepared from the as-received and heat treated alloy and tensile testing was carried out using a servohydrolic universal testing machine (UTM 60) of 600kN capacity at a cross-head speed of 2.0mm/min.",339.0,450.0,32.6
